,1Type1,1Type2,1HP,1Attack,1Defence,1Sp.Attack,1Sp.Def,1Speed,1Generation,1Legendary,2Type1,2Type2,2HP,2Attack,2Defence,2Sp.Attack,2Sp.Def,2Speed,2Generation,2Legendary,Winner
49143,Water,None,90,75,75,90,100,70,2,0,Psychic,None,50,95,90,95,90,180,3,1,1
49144,Water,None,55,130,115,50,50,75,1,0,Ghost,Grass,85,110,76,65,82,56,6,0,0
49145,Grass,None,75,89,85,55,65,36,4,0,Water,Rock,74,108,133,83,65,32,5,0,0
49146,Dragon,Flying,105,180,100,180,100,115,3,1,Normal,None,65,80,65,35,65,60,5,0,0
49147,Water,Flying,95,125,79,60,100,81,1,0,Normal,None,100,5,5,15,65,30,4,0,0
49148,Normal,None,60,60,60,35,35,30,3,0,Bug,Flying,60,45,50,90,80,70,1,0,1
49149,Psychic,None,106,150,70,194,120,140,1,1,Rock,Bug,75,125,100,70,80,45,3,0,0
49150,Ghost,Flying,150,80,44,90,54,80,4,0,Normal,None,70,65,65,55,55,70,3,0,1
49151,Water,None,75,105,75,105,75,45,2,0,Normal,None,120,120,120,120,120,120,4,1,1
49152,Water,Flying,95,125,79,60,100,81,1,0,Fire,Flying,106,130,90,110,154,90,2,1,1
49153,Water,None,80,92,65,65,80,68,1,0,Rock,Ground,70,84,70,65,70,51,2,0,0
49154,Poison,None,80,80,50,40,50,25,1,0,Grass,None,75,80,95,90,100,50,2,0,1
49155,Rock,None,70,100,115,30,65,30,2,0,Electric,Fairy,67,58,57,81,67,101,6,0,1
49156,Fight,None,65,125,60,95,60,105,5,0,Normal,Flying,40,45,40,35,35,56,1,0,0
49157,Normal,None,60,85,69,60,69,77,5,0,Normal,Flying,40,55,30,30,30,85,3,0,1
49158,Ice,None,50,50,50,50,50,50,3,0,Bug,None,77,85,51,55,51,65,4,0,1
49159,Normal,Fairy,50,20,40,20,40,20,3,0,Grass,None,75,75,55,105,85,30,2,0,1
49160,Psychic,None,75,75,130,75,130,95,4,1,Fight,None,80,100,70,50,60,45,1,0,0
49161,Water,None,75,75,60,83,60,60,5,0,Water,None,43,80,65,50,35,35,3,0,0
49162,Water,None,130,65,60,110,95,65,1,0,Normal,None,60,60,60,35,35,30,3,0,0
49163,Fairy,None,60,80,50,40,40,30,2,0,Psychic,Ghost,80,110,60,150,130,70,6,1,1
49164,Normal,None,59,45,40,35,40,31,4,0,Fire,Flying,78,81,71,74,69,126,6,0,1
49165,Electric,Flying,79,105,70,145,80,101,5,1,Dragon,Psychic,80,130,100,160,120,110,3,1,1
49166,Ice,None,95,117,184,44,46,28,6,0,Psychic,None,50,70,160,70,160,90,3,1,0
49167,Water,None,54,63,52,83,56,97,6,0,Ghost,None,20,40,90,30,90,25,3,0,0
49168,Water,Flying,95,125,79,60,100,81,1,0,Fire,None,105,140,55,30,55,95,5,0,1
49169,Electric,Flying,90,90,85,125,90,100,1,1,Steel,Flying,65,80,140,40,70,70,2,0,0
49170,Bug,None,65,47,55,73,75,85,3,0,Water,Psychic,90,65,65,40,40,15,1,0,1
49171,Water,Flying,65,40,70,80,140,70,2,0,Fairy,None,101,72,72,99,89,29,6,0,0
49172,Water,None,43,30,55,40,65,97,3,0,Ghost,Poison,60,65,60,130,75,110,1,0,1
49173,Rock,Water,60,115,105,65,70,80,1,0,Fire,Normal,62,50,58,73,54,72,6,0,0
49174,Poison,None,40,65,95,60,45,35,1,0,Ice,Psychic,65,50,35,115,95,95,1,0,1
49175,Psychic,None,85,73,70,73,115,67,1,0,Ground,Rock,105,130,120,45,45,40,1,0,0
49176,Normal,None,90,55,75,60,75,30,1,0,Dragon,Ground,58,70,45,40,45,42,4,0,1
49177,Water,Psychic,95,75,110,100,80,30,1,0,Poison,Ground,90,92,87,75,85,76,1,0,1
49178,Bug,Poison,30,45,59,30,39,57,5,0,Water,Grass,60,50,50,60,70,50,3,0,0
49179,Water,None,64,66,68,81,76,50,4,0,Grass,Poison,50,75,35,70,30,40,1,0,0
49180,Electric,Flying,90,90,85,125,90,100,1,1,Bug,Flying,65,65,45,75,45,95,2,0,0
49181,Fairy,None,90,120,75,60,60,45,2,0,Normal,Ground,85,56,77,50,77,78,6,0,1
49182,Bug,Steel,60,69,95,69,95,36,4,0,Normal,None,100,5,5,15,65,30,4,0,0
49183,Electric,None,45,65,34,40,34,45,4,0,Rock,Flying,80,135,85,70,95,150,1,0,1
49184,Bug,None,40,29,45,29,45,36,4,0,Bug,None,65,47,55,73,75,85,3,0,1
49185,Bug,Flying,70,110,80,55,80,105,1,0,Electric,Flying,90,90,85,125,90,100,1,1,0
49186,Steel,Dragon,100,120,120,150,100,90,4,1,Rock,Flying,55,112,45,74,45,70,5,0,0
49187,Ground,Dark,50,72,35,35,35,65,5,0,Steel,Psychic,67,89,116,79,116,33,4,0,0
49188,Water,Dragon,75,95,95,95,95,85,2,0,Grass,Psychic,60,40,80,60,45,40,1,0,0
49189,Water,None,55,65,95,95,45,85,1,0,Ghost,None,60,60,60,105,105,105,4,0,1
49190,Steel,Ghost,59,110,150,45,49,35,6,0,Ghost,None,45,100,135,65,135,45,4,0,1
49191,Steel,Ghost,60,50,150,50,150,60,6,0,Rock,Grass,66,41,77,61,87,23,3,0,0
49192,Steel,Rock,60,90,140,50,50,40,3,0,Ghost,None,38,30,85,55,65,30,5,0,0
49193,Normal,None,110,85,95,80,95,50,4,0,Dragon,None,77,120,90,60,90,48,5,0,0
49194,Fire,None,73,76,75,81,100,100,1,0,Poison,Dark,70,90,110,60,75,95,4,0,0
49195,Electric,Water,50,65,107,105,107,86,4,0,Water,None,50,70,50,50,50,40,3,0,0
49196,Bug,None,50,35,55,25,25,15,3,0,Fire,None,115,115,85,90,75,100,2,1,1
49197,Grass,None,40,40,50,30,30,30,3,0,Poison,None,105,105,75,65,100,50,1,0,1
49198,Normal,None,75,100,95,40,70,110,1,0,Ground,Rock,115,140,130,55,55,40,4,0,0
49199,Fight,Psychic,30,40,55,40,55,60,3,0,Ghost,Grass,85,110,76,65,82,56,6,0,1
49200,Water,None,50,52,48,65,50,55,1,0,Normal,None,65,76,84,54,96,105,4,0,1
49201,Poison,Flying,75,80,70,65,75,90,1,0,Grass,Ground,95,109,105,75,85,56,4,0,0
49202,Dragon,Fairy,75,110,110,110,105,80,3,0,Water,None,85,105,100,79,83,78,2,0,0
49203,Normal,Flying,40,55,30,30,30,60,4,0,Fight,None,85,105,85,40,50,40,5,0,0
49204,Normal,None,64,51,23,51,23,28,3,0,Fire,None,40,45,40,62,60,60,6,0,1
49205,Grass,None,75,89,85,55,65,36,4,0,Water,Rock,54,78,103,53,45,22,5,0,0
49206,Ground,None,60,80,110,50,80,45,1,0,Bug,Steel,70,135,105,60,105,20,5,0,1
49207,Water,Ice,90,70,80,70,95,70,1,0,Normal,Flying,63,60,55,50,50,71,1,0,1
49208,Grass,None,100,100,125,110,50,50,4,0,Fire,Ground,70,120,100,145,105,20,3,0,0
49209,Ground,Flying,75,95,125,45,75,95,4,0,Grass,None,30,30,30,30,30,30,2,0,0
49210,Bug,Flying,65,65,45,75,45,95,2,0,Bug,Poison,45,25,50,25,25,35,1,0,0
49211,Normal,None,73,115,60,60,60,90,3,0,Grass,None,45,45,55,45,55,63,5,0,0
49212,Ground,Flying,89,145,90,105,80,91,5,1,Rock,Psychic,70,95,85,55,65,70,3,0,0
49213,Fire,Ground,70,100,70,105,75,40,3,0,Bug,Grass,75,103,80,70,80,92,5,0,1
49214,Grass,Poison,60,70,65,125,105,90,4,0,Psychic,None,75,75,75,125,95,40,5,0,0
49215,Dark,None,65,130,60,75,60,75,3,0,Electric,Flying,50,65,107,105,107,86,4,0,1
49216,Ice,None,80,50,100,100,200,50,3,1,Steel,Dragon,100,120,120,150,100,90,4,1,1
49217,Water,None,95,100,85,108,70,70,5,0,Fire,Fight,76,104,71,104,71,108,4,0,1
49218,Dark,Fire,75,90,90,140,90,115,2,0,Psychic,Flying,65,75,70,95,70,95,2,0,0
49219,Ghost,Dragon,150,120,100,120,100,90,4,1,Steel,Rock,60,90,140,50,50,40,3,0,0
49220,Electric,Fairy,67,58,57,81,67,101,6,0,Psychic,Fight,68,125,65,65,115,80,4,0,0
49221,Rock,None,70,100,115,30,65,30,2,0,Water,None,80,80,80,80,80,80,4,0,1
49222,Water,Ghost,55,40,50,65,85,40,5,0,Bug,None,50,35,55,25,25,15,3,0,1
49223,Grass,None,74,100,72,90,72,46,4,0,Water,None,95,60,79,100,125,81,3,0,1
49224,Water,None,30,65,100,45,25,40,1,0,Normal,None,105,95,80,40,80,90,1,0,1
49225,Poison,Fight,48,61,40,61,40,50,4,0,Poison,None,55,47,52,40,40,41,1,0,0
49226,Grass,Poison,60,62,63,80,80,60,1,0,Bug,Grass,60,95,80,60,80,30,1,0,0
49227,Dragon,Flying,95,145,130,120,90,120,3,0,Bug,Fire,55,85,55,50,55,60,5,0,0
49228,Fire,None,65,95,57,100,85,93,1,0,Normal,None,103,60,86,60,86,50,5,0,0
49229,Poison,None,46,57,40,40,40,50,1,0,Normal,Flying,70,83,50,37,50,60,5,0,1
49230,Water,Dark,72,95,67,103,71,122,6,0,Water,Fight,91,72,90,129,90,108,5,0,0
49231,Rock,None,55,75,85,25,25,15,5,0,Fight,None,40,80,35,35,45,70,1,0,1
49232,Dark,Ice,70,120,65,45,85,125,4,0,Fire,Normal,86,68,72,109,66,106,6,0,0
49233,Psychic,None,25,20,15,105,55,90,1,0,Dragon,Flying,105,180,100,180,100,115,3,1,1
49234,Fire,None,65,100,70,80,80,105,1,0,Normal,None,50,45,45,35,35,50,3,0,0
49235,Water,Ground,111,83,68,92,82,39,4,0,Normal,None,30,56,35,25,35,72,1,0,1
49236,Normal,None,55,66,44,44,56,85,4,0,Electric,None,60,85,49,60,49,60,4,0,0
49237,Water,None,85,105,100,79,83,78,2,0,Normal,None,55,66,44,44,56,85,4,0,1
49238,Fire,None,39,52,43,60,50,65,2,0,Psychic,Fight,68,165,95,65,115,110,4,0,1
49239,Rock,Water,72,105,115,54,86,68,6,0,Rock,Ground,55,95,115,45,45,35,1,0,0
49240,Water,Psychic,95,75,80,100,110,30,2,0,Normal,None,85,80,90,105,95,60,2,0,1
49241,Ghost,Dragon,150,100,120,100,120,90,4,1,Fire,Flying,78,81,71,74,69,126,6,0,1
49242,Normal,None,255,10,10,75,135,55,2,0,Fight,Dark,95,124,78,69,71,58,6,0,1
49243,Grass,None,75,89,85,55,65,36,4,0,Water,None,20,15,20,10,55,80,3,0,0
49244,Water,Ground,75,65,55,65,55,69,5,0,Normal,Flying,83,80,80,135,80,121,1,0,1
49245,Psychic,None,110,65,75,125,85,30,5,0,Dragon,Psychic,80,130,100,160,120,110,3,1,1
49246,Normal,None,103,60,86,60,86,50,5,0,Fire,None,40,40,40,70,40,20,2,0,0
49247,Water,None,55,104,105,94,75,52,3,0,Ghost,Poison,30,35,30,100,35,80,1,0,1
49248,Water,None,80,82,78,95,80,85,1,0,Psychic,None,40,35,30,120,70,105,1,0,1
49249,Dark,Ghost,50,85,125,85,115,20,3,0,Normal,Flying,40,55,30,30,30,60,4,0,1
49250,Bug,None,50,65,90,35,35,15,2,0,Electric,None,75,123,67,95,85,95,4,0,1
49251,Grass,Flying,99,68,83,72,87,51,3,0,Fight,None,67,82,62,46,48,43,6,0,0
49252,Ground,Psychic,40,40,55,40,70,55,3,0,Normal,None,95,110,95,40,95,55,5,0,1
49253,Electric,Flying,50,65,107,105,107,86,4,0,Grass,Poison,60,65,70,85,75,40,1,0,0
49254,Poison,Flying,85,90,80,70,80,130,2,0,Psychic,Fairy,38,35,35,65,55,50,3,0,0
49255,Normal,Fight,65,136,94,54,96,135,4,0,Ice,None,95,117,184,44,46,28,6,0,0
49256,Grass,None,45,49,65,49,65,45,2,0,Ground,Flying,75,95,125,45,75,95,4,0,1
49257,Rock,Steel,30,42,118,42,88,30,4,0,Fairy,None,78,52,60,63,65,23,6,0,0
49258,Normal,None,35,46,34,35,45,20,2,0,Psychic,Fairy,68,65,65,125,115,80,3,0,1
49259,Water,Ghost,55,40,50,65,85,40,5,0,Water,None,55,84,105,114,75,52,3,0,1
49260,Ghost,Grass,55,85,122,58,75,99,6,0,Ice,None,95,117,184,44,46,28,6,0,0
49261,Grass,Steel,44,50,91,24,86,10,5,0,Ghost,Grass,85,100,122,58,75,54,6,0,1
49262,Water,None,71,73,88,120,89,59,6,0,Fire,None,55,70,45,70,50,60,1,0,1
49263,Normal,None,75,95,60,65,60,115,5,0,Fairy,None,62,48,66,59,57,49,6,0,0
49264,Normal,Flying,45,50,43,40,38,62,6,0,Normal,Flying,60,110,70,60,60,100,1,0,1
49265,Poison,None,61,72,57,55,55,65,1,0,Grass,Poison,69,55,45,55,55,15,5,0,0
49266,Rock,None,55,75,85,25,25,15,5,0,Bug,None,50,35,55,25,25,15,3,0,1
49267,Fight,None,50,120,53,35,110,87,1,0,Poison,Water,50,60,60,60,60,30,6,0,0
49268,Rock,None,30,45,135,45,90,30,3,0,Ghost,Grass,49,66,70,44,55,51,6,0,1
49269,Ground,None,100,150,140,100,90,90,3,1,Poison,Ground,81,102,77,85,75,85,1,0,0
49270,Ice,None,65,60,110,130,95,65,4,0,Rock,None,50,80,95,10,45,10,4,0,1
49271,Dragon,Flying,75,70,90,70,105,80,3,0,Water,Ice,50,95,180,85,45,70,1,0,0
49272,Psychic,Flying,106,90,130,90,154,110,2,1,Water,None,55,65,95,95,45,85,1,0,0
49273,Water,None,65,65,65,50,50,90,1,0,Fairy,Flying,55,40,85,80,105,40,2,0,0
49274,Rock,Dragon,58,89,77,45,45,48,6,0,Rock,Grass,86,81,97,81,107,43,3,0,0
49275,Water,Ice,130,85,80,85,95,60,1,0,Psychic,Ghost,80,110,60,150,130,70,6,1,1
49276,Normal,Psychic,70,80,65,90,65,85,2,0,Rock,Fight,91,129,90,72,90,108,5,1,1
49277,Bug,Flying,65,155,120,65,90,105,1,0,Poison,None,80,80,50,40,50,25,1,0,0
49278,Normal,None,75,100,66,60,66,115,4,0,Normal,None,90,55,75,60,75,30,1,0,0
49279,Grass,Poison,45,50,55,75,65,30,1,0,Poison,Flying,75,80,70,65,75,90,1,0,1
49280,Normal,None,250,5,5,35,105,50,1,0,Dark,Steel,65,125,100,60,70,70,5,0,1
49281,Grass,None,65,110,130,60,65,95,4,0,Ground,Psychic,40,40,55,40,70,55,3,0,0
49282,Psychic,Fairy,68,85,65,165,135,100,3,0,Ground,None,45,100,45,45,45,10,3,0,0
49283,Electric,None,70,55,55,80,60,45,2,0,Fire,Flying,78,104,78,159,115,100,1,0,1
49284,Bug,None,77,85,51,55,51,65,4,0,Ground,None,100,150,140,100,90,90,3,1,1
49285,Electric,None,60,45,70,45,90,95,4,0,Ice,Water,90,60,70,75,70,45,3,0,0
49286,Bug,Grass,60,95,80,60,80,30,1,0,Ice,Flying,90,85,100,95,125,85,1,1,1
49287,Psychic,Fight,68,125,65,65,115,80,4,0,Ice,None,36,50,50,65,60,44,5,0,0
49288,Electric,None,90,75,85,115,90,55,2,0,Water,None,100,150,90,180,160,90,3,1,1
49289,Normal,Flying,40,45,40,35,35,56,1,0,Dragon,None,61,84,65,70,70,70,1,0,1
49290,Grass,Psychic,60,40,80,60,45,40,1,0,Water,None,41,56,40,62,44,71,6,0,1
49291,Dragon,Electric,100,150,120,120,100,90,5,1,Water,None,100,100,90,150,140,90,3,1,1
49292,Electric,Flying,90,90,85,125,90,100,1,1,Bug,Ground,31,45,90,30,30,40,3,0,0
49293,Ice,Ground,110,130,80,70,60,80,4,0,Electric,None,65,85,70,75,70,40,5,0,0
49294,Water,Dragon,75,95,95,95,95,85,2,0,Psychic,Fairy,38,35,35,65,55,50,3,0,1
49295,Fire,None,75,95,67,125,95,83,4,0,Bug,Flying,86,76,86,116,56,95,4,0,1
49296,Psychic,Fairy,40,45,65,100,120,90,1,0,Rock,Flying,55,112,45,74,45,70,5,0,0
49297,Psychic,None,76,25,45,67,55,24,5,0,Water,Rock,100,90,130,45,65,55,3,0,1
49298,Bug,None,37,25,41,25,41,25,4,0,Water,None,80,80,80,80,80,80,4,0,1
49299,Electric,None,60,45,70,45,90,95,4,0,Fire,Fight,80,120,70,110,70,80,3,0,0
49300,Bug,Poison,40,55,99,40,79,47,5,0,Grass,Psychic,95,95,85,125,65,55,1,0,1
49301,Normal,Grass,80,100,70,60,70,95,5,0,Normal,None,110,160,110,80,110,100,4,1,1
49302,Psychic,None,74,48,76,83,81,104,6,0,Normal,None,85,76,64,45,55,90,2,0,0
49303,Grass,None,45,49,65,49,65,45,2,0,Grass,None,70,60,75,110,75,90,5,0,1
49304,Bug,Flying,40,20,30,40,80,55,2,0,Electric,Flying,79,115,70,125,80,111,5,1,1
49305,Poison,Ground,81,102,77,85,75,85,1,0,Psychic,None,116,55,85,107,95,29,5,0,0
49306,Psychic,None,40,35,30,120,70,105,1,0,Fire,None,58,64,58,80,65,80,2,0,0
49307,Rock,Psychic,70,55,65,95,85,70,3,0,Fire,Water,80,110,120,130,90,70,6,1,1
49308,Water,Ground,100,110,90,85,90,60,3,0,Fight,None,80,100,70,50,60,45,1,0,0
49309,Fire,None,38,41,40,50,65,65,1,0,Bug,Flying,30,30,42,30,42,70,4,0,1
49310,Bug,Grass,45,53,70,40,60,42,5,0,Bug,Ground,60,79,105,59,85,36,4,0,0
49311,Water,None,95,60,79,100,125,81,3,0,Fight,None,105,140,95,55,65,45,5,0,0
49312,Dark,Psychic,86,92,88,68,75,73,6,0,Psychic,None,75,75,75,125,95,40,5,0,0
49313,Fire,Psychic,75,69,72,114,100,104,6,0,Water,Grass,80,70,70,90,100,70,3,0,0
49314,Ground,Dragon,80,100,80,80,80,100,3,0,Dragon,Flying,105,180,100,180,100,115,3,1,1
49315,Rock,None,55,75,85,25,25,15,5,0,Water,Dragon,90,120,100,150,120,100,4,1,1
49316,Bug,Poison,65,150,40,15,80,145,1,0,Fairy,None,82,80,86,85,75,72,6,0,0
49317,Grass,Poison,60,65,70,85,75,40,1,0,Rock,Ground,50,64,50,45,50,41,2,0,1
49318,Fight,None,105,140,95,55,65,45,5,0,Water,None,95,60,79,100,125,81,3,0,1
49319,Rock,None,80,100,200,50,100,50,3,1,Dragon,None,46,87,60,30,40,57,5,0,1
49320,Fire,None,58,64,58,80,65,80,2,0,Fairy,None,35,20,65,40,65,20,2,0,0
49321,Grass,None,75,75,55,105,85,30,2,0,Normal,Flying,40,45,40,35,35,56,1,0,1
49322,Psychic,None,45,30,40,105,50,20,5,0,Water,None,30,45,55,70,55,85,1,0,1
49323,Psychic,None,45,30,40,105,50,20,5,0,Grass,Poison,40,30,35,50,70,55,4,0,1
49324,Bug,None,65,47,55,73,75,85,3,0,Rock,Ice,77,59,50,67,63,46,6,0,0
49325,Psychic,Dark,80,160,60,170,130,80,6,1,Normal,None,255,10,10,75,135,55,2,0,0
49326,Normal,None,75,95,60,65,60,115,5,0,Poison,Flying,75,80,70,65,75,90,1,0,0
49327,Ground,Psychic,40,40,55,40,70,55,3,0,Psychic,Flying,65,75,70,95,70,95,2,0,1
49328,Ice,Water,70,40,50,55,50,25,3,0,Fire,None,40,40,40,70,40,20,2,0,0
49329,Ground,None,75,100,110,45,55,65,1,0,Grass,None,50,85,40,85,40,35,3,0,0
49330,Ghost,Grass,54,66,70,44,55,46,6,0,Electric,Grass,50,65,107,105,107,86,4,0,1
49331,Normal,None,75,80,60,65,90,102,6,0,Ghost,Fire,60,55,90,145,90,80,5,0,1
49332,Fire,None,58,64,58,80,65,80,1,0,Water,Dragon,90,120,100,150,120,100,4,1,1
49333,Rock,Ground,80,120,130,55,65,45,1,0,Bug,Poison,30,45,59,30,39,57,5,0,0
49334,Electric,Flying,55,75,60,75,60,103,5,0,Water,Electric,125,58,58,76,76,67,2,0,0
49335,Electric,None,70,55,55,80,60,45,2,0,Water,Rock,74,108,133,83,65,32,5,0,0
49336,Ground,Dark,95,117,80,65,70,92,5,0,Dark,Steel,65,125,100,60,70,70,5,0,0
49337,Fire,None,115,115,85,90,75,100,2,1,Fire,None,65,95,57,100,85,93,1,0,0
49338,Rock,Ground,70,84,70,65,70,51,2,0,Water,None,80,92,65,65,80,68,1,0,1
49339,Grass,Poison,45,49,49,65,65,45,1,0,Fairy,None,90,120,75,60,60,45,2,0,1
49340,Ghost,Grass,59,66,70,44,55,41,6,0,Ice,None,95,117,184,44,46,28,6,0,0
49341,Electric,Normal,62,55,52,109,94,109,6,0,Psychic,Flying,72,58,80,103,80,97,5,0,0
49342,Rock,Water,60,115,105,65,70,80,1,0,Bug,Flying,70,94,50,94,50,66,4,0,0
49343,Fight,None,65,105,60,60,70,95,1,0,Water,None,55,130,115,50,50,75,1,0,0
49344,Grass,Flying,99,68,83,72,87,51,3,0,Dragon,Psychic,80,80,90,110,130,110,3,1,1
49345,Bug,None,50,65,90,35,35,15,2,0,Rock,Psychic,70,95,85,55,65,70,3,0,1
49346,Grass,Poison,65,90,50,85,45,55,1,0,Psychic,Flying,67,57,55,77,55,114,5,0,1
49347,Normal,Fight,100,128,90,77,77,128,5,0,Poison,None,70,43,53,43,53,40,3,0,0
49348,Grass,None,66,65,48,62,57,52,6,0,Fire,Fight,90,93,55,70,55,55,5,0,1
49349,Grass,Poison,45,50,55,75,65,30,1,0,Psychic,None,55,50,65,175,95,150,1,0,1
49350,Dark,Fight,50,75,70,35,70,48,5,0,Normal,None,95,80,105,40,70,100,2,0,1
49351,Fire,None,75,95,67,125,95,83,4,0,Normal,None,65,76,84,54,96,105,4,0,1
49352,Water,Psychic,95,75,110,100,80,30,1,0,Ground,Dark,50,72,35,35,35,65,5,0,1
49353,Rock,Flying,55,112,45,74,45,70,5,0,Normal,None,60,90,70,60,120,40,3,0,0
49354,Water,None,53,51,53,61,56,40,4,0,Water,None,20,10,55,15,20,80,1,0,0
49355,Steel,Fight,91,90,129,90,72,108,5,1,Water,None,50,70,50,50,50,40,3,0,0
49356,Dragon,Flying,95,145,130,120,90,120,3,0,Poison,Dragon,65,75,90,97,123,44,6,0,0
49357,Bug,Flying,60,70,50,100,50,65,3,0,Ghost,Fire,50,30,55,65,55,20,5,0,0
49358,Dragon,Flying,75,70,90,70,105,80,3,0,Fire,None,59,59,58,90,70,73,6,0,0
49359,Grass,None,60,62,80,63,80,60,2,0,Fairy,None,70,45,48,60,65,35,1,0,0
49360,Rock,Water,70,60,125,115,70,55,1,0,Fight,None,72,60,30,20,30,25,3,0,0
49361,Grass,Steel,44,50,91,24,86,10,5,0,Grass,Poison,65,90,50,85,45,55,1,0,0
49362,Water,Ghost,55,40,50,65,85,40,5,0,Grass,Dark,70,115,60,115,60,55,3,0,1
49363,Fire,None,115,115,85,90,75,100,2,1,Fight,None,105,140,95,55,65,45,5,0,0
49364,Fire,None,38,41,40,50,65,65,1,0,Grass,Steel,74,94,131,54,116,20,5,0,1
49365,Steel,None,60,100,115,70,85,90,5,0,Grass,Poison,50,75,35,70,30,40,1,0,0
49366,Water,Psychic,95,75,180,130,80,30,1,0,Water,Ground,95,85,85,65,65,35,2,0,1
49367,Water,None,95,60,79,100,125,81,3,0,Normal,Flying,70,83,50,37,50,60,5,0,0
49368,Fire,None,65,95,57,100,85,93,1,0,Fire,None,58,64,58,80,65,80,1,0,0
49369,Dragon,Ice,125,130,90,130,90,95,5,1,Water,None,80,80,80,80,80,80,4,0,0
49370,Psychic,None,100,100,100,100,100,100,1,0,Electric,None,85,115,80,105,80,50,5,0,0
49371,Bug,Steel,71,120,95,120,95,99,5,0,Fire,None,105,140,55,30,55,95,5,0,0
49372,Psychic,Fairy,68,65,65,125,115,80,3,0,Normal,Ground,85,56,77,50,77,78,6,0,0
49373,Grass,Ice,60,62,50,62,60,40,4,0,Ghost,Poison,60,65,60,130,75,110,1,0,1
49374,Grass,Poison,80,82,83,100,100,80,1,0,Fairy,None,44,38,39,61,79,42,6,0,0
49375,Rock,Water,42,52,67,39,56,50,6,0,Grass,Psychic,95,95,85,125,65,55,1,0,1
49376,Fire,Ground,70,120,100,145,105,20,3,0,Poison,None,65,90,120,85,70,60,1,0,1
49377,Water,Dragon,75,95,95,95,95,85,2,0,Poison,None,80,95,82,60,82,75,5,0,0
49378,Steel,None,40,55,70,45,60,30,5,0,Bug,Fire,85,60,65,135,105,100,5,0,1
49379,Normal,None,70,65,65,55,55,70,3,0,Normal,Water,79,85,60,55,60,71,4,0,1
49380,Water,Dragon,90,120,100,150,120,100,4,1,Bug,None,50,40,85,40,65,25,5,0,0
49381,Normal,None,55,50,40,40,40,75,5,0,Electric,Grass,50,65,107,105,107,86,4,0,1
49382,Ghost,Grass,85,110,76,65,82,56,6,0,Bug,Poison,40,60,40,40,40,30,2,0,0
49383,Grass,None,75,98,63,98,63,101,5,0,Normal,None,100,5,5,15,65,30,4,0,0
49384,Normal,Flying,83,80,80,135,80,121,1,0,Grass,Fairy,40,27,60,37,50,66,5,0,0
49385,Psychic,None,60,25,35,70,80,60,3,0,Ghost,Grass,65,90,122,58,75,84,6,0,1
49386,Normal,None,55,66,44,44,56,85,4,0,Fight,Flying,78,92,75,74,63,118,6,0,1
49387,Psychic,None,60,45,70,75,85,55,5,0,Fight,None,75,80,55,25,35,35,5,0,0
49388,Psychic,None,106,110,90,154,90,130,1,1,Water,None,85,105,100,79,83,78,2,0,0
49389,Normal,None,65,76,84,54,96,105,4,0,Normal,Grass,60,60,50,40,50,75,5,0,0
49390,Steel,None,80,75,150,75,150,50,3,1,Ice,None,50,50,50,50,50,50,3,0,1
49391,Dragon,Fire,100,120,100,150,120,90,5,1,Bug,Poison,65,150,40,15,80,145,1,0,1
49392,Psychic,None,45,30,50,55,65,45,5,0,Ghost,Grass,54,66,70,44,55,46,6,0,1
49393,Dragon,Flying,95,145,130,120,90,120,3,0,Rock,None,70,100,115,30,65,30,2,0,0
49394,Dragon,None,77,120,90,60,90,48,5,0,Psychic,Fire,100,100,100,100,100,100,5,1,1
49395,Water,None,35,65,35,65,35,65,2,0,Ground,Flying,89,145,90,105,80,91,5,1,1
49396,Fire,None,39,52,43,60,50,65,2,0,Fire,Flying,78,84,78,109,85,100,1,0,1
49397,Rock,None,97,165,60,65,50,58,4,0,Fire,Fight,110,123,65,100,65,65,5,0,1
49398,Ice,Water,90,60,70,75,70,45,3,0,Ground,Ghost,89,124,80,55,80,55,5,0,1
49399,Poison,None,60,85,69,65,79,80,1,0,Water,Dragon,75,95,95,95,95,85,2,0,1
49400,Grass,Poison,69,55,45,55,55,15,5,0,Bug,Ghost,1,90,45,30,30,40,3,0,1
49401,Psychic,None,55,55,55,85,55,30,5,0,Electric,Steel,70,70,115,130,90,60,4,0,1
49402,Bug,None,77,85,51,55,51,65,4,0,Normal,None,120,120,120,120,120,120,4,1,1
49403,Bug,Grass,55,63,90,50,80,42,5,0,Fairy,None,95,65,65,110,130,60,6,0,1
49404,Ground,None,45,100,45,45,45,10,3,0,Water,Ground,100,150,110,95,110,70,3,0,1
49405,Normal,Flying,63,60,55,50,50,71,1,0,Bug,Grass,60,59,85,79,105,36,4,0,0
49406,Ice,Ghost,70,80,70,80,70,110,4,0,Ice,Water,90,60,70,75,70,45,3,0,0
49407,Normal,None,38,30,41,30,41,60,3,0,Bug,Flying,61,90,45,50,50,160,3,0,1
49408,Electric,None,40,45,40,65,40,65,3,0,Normal,None,55,20,35,20,45,75,2,0,1
49409,Water,Ground,100,110,90,85,90,60,3,0,Bug,None,50,40,85,40,65,25,5,0,0
49410,Normal,None,104,91,63,91,73,68,3,0,Electric,None,35,55,40,45,40,60,5,0,0
49411,Psychic,None,75,125,70,125,70,115,4,1,Grass,None,40,45,35,65,55,70,3,0,0
49412,Water,Grass,40,30,30,40,50,30,3,0,Normal,None,55,50,40,40,40,75,5,0,1
